current_name,steamid64,oz_id,date_utc,text
fany,76561198075294392,3398,2025-05-13,u bitch
Kiyoshi,76561198136478868,2698,2025-03-29,BITCHHH
jel,76561198439712695,4070,2025-04-05,retard
cv_firee,76561198303081758,5618,2025-04-27,bitch
Kou,76561198272648735,3008,2025-07-23,i just got tocched up cunt
Morbus,76561198258717546,3971,2025-05-17,bo grasz jak retard ngl
cookie,76561198156148323,5545,2025-07-09,u AREE RETARDEDEDED
doku,76561199205319751,4924,2025-05-18,(Spectator) ifun toxicity result :  i need the div 4 retardedness in me
ZOHAN,76561199242554153,4588,2025-08-19,jakobs a shitter
DANTE,76561198046483712,3110,2025-08-28,big flashing light 'rape this cunt
daga,76561198105323129,2175,2025-07-01,retard
ALT,76561198073437085,409,2025-06-04,nah how did u know i was retarded
hex,76561198157513429,4589,2025-03-21,nigga
shooter of bad guys,76561198838163169,4962,2025-09-12,*DEAD* Nova :  FUCK YOU YOU PEICE OF SHIT NOT DOING NOTHING RETARD ASS BITCH
typo.,76561198397355790,2679,2025-09-09, capy : retard
Hank,76561199453377641,5620,2025-03-26,Corny niggas
Doctrine,76561199050447792,3084,2025-08-10,bitch
brodie escobar,76561198086751156,150,2025-07-17,cunt fuck
catwif,76561198886335531,4831,2025-05-02,6 niggers on red
Matty,76561198035204545,705,2025-07-08,U BITCH
cheeto,76561198238170280,3419,2025-09-04,elks calls are retarded
Batman.,76561199044900678,5692,2025-04-10,faggots
doku,76561199205319751,4924,2025-04-23,holy fk my team are niggers
chad,76561198075991823,92,2025-07-31,so just a lucky cunt
x32,76561199218481136,4000,2025-04-05,useless cunt...
robor,76561198084686835,2611,2025-06-05,sit down bitch
Megu,76561198261853505,1536,2025-06-14,ur my bitch
KO,76561198325414022,5595,2025-05-23,colonised cunts
[GN92] Cha1r,76561198984387837,4458,2025-06-18,you nigga
Corn,76561198086465847,3984,2025-04-10,shitter
boner activated,76561198090680468,1033,2025-07-03,OUTTA MY WAY BITCH
gotaki,76561198039920735,700,2025-06-03,we got under BITCH
Hank,76561199453377641,5620,2025-04-12,14 ping shitter
zeised,76561198348523295,3638,2025-03-28,Nigga ass medic leaving choke
[GN92] Cha1r,76561198984387837,4458,2025-07-16,nigga
ALL HAIL KING BIG NUTZ 2021,76561198063258664,231,2025-07-08,you bitch
saltyyTV certified caster,76561198124055526,3246,2025-04-17,fagh
robouki,76561198168265569,5326,2025-07-10,u are so retarded
chad,76561198075991823,92,2025-08-06,cunt what
doku,76561199205319751,4924,2025-04-09,your a nigga
Broken.,76561198209118916,1593,2025-04-02,retard
Matty,76561198035204545,705,2025-05-24,ur as cunt
lime,76561198367981056,4240,2025-04-01,die nigger
Aerol1th,76561199478244135,5296,2025-09-09,shitter
wilson brown,76561198071570164,4805,2025-04-22,BITCHB
zamblargo (retard),76561198295713840,2609,2025-04-24,free won retards
KO,76561198325414022,5595,2025-07-04,bastard
[GN92] Cha1r,76561198984387837,4458,2025-07-30,nigga
Kou,76561198272648735,3008,2025-08-03,youre terrible cunt
doku,76561199205319751,4924,2025-09-05,u r braindead moron
starlight,76561198857084392,4183,2025-04-24,both of u are retarded
ayr,76561198026960645,1897,2025-06-06,bitch
-atten,76561198103105711,406,2025-08-04,BITCH
[GN92] Cha1r,76561198984387837,4458,2025-04-28,you are so retarded
wilsonoid,76561198117984855,598,2025-03-23,ur fucked cunt
cookie,76561198156148323,5545,2025-07-10,damn  nigga
ziah,76561198159375596,4395,2025-05-05,lucky bitch
AUZ,76561198206072125,912,2025-08-23,ur in my dream world bitch.
Wispree,76561199809922634,5741,2025-07-03,this cunt is invincable
Hank,76561199453377641,5620,2025-04-12,ur a faggot
Samael,76561198311723891,4025,2025-06-16,[7][7][7] Lucky Bitch!
Aerol1th,76561199478244135,5296,2025-09-03,u guys r retarded
ZOHAN,76561199242554153,4588,2025-06-01,exec bitch
[GN92] Cha1r,76561198984387837,4458,2025-03-31,ur nigga
Tauiluigi,76561199196553820,5698,2025-04-06,unblievably nigger
Elmo.,76561197972273857,129,2025-06-02,fuc koff cunt
lime,76561198367981056,4240,2025-04-10,dude bomb someone else you faggot
darklord,76561197960957575,2316,2025-08-29,retard tras
h1ro,76561198307700283,1381,2025-06-20,nigga been calling bullshit since day 1
robor,76561198084686835,2611,2025-04-19,ATTENS A BITCH
Kou,76561198272648735,3008,2025-04-04,youre such an insect cunt
hex,76561198157513429,4589,2025-04-11,niggers
ziah,76561198159375596,4395,2025-06-01,get another pack fatass
doku,76561199205319751,4924,2025-05-18,your fking retarded
ZOHAN,76561199242554153,4588,2025-08-19,nams also a shitter
[GN92] Cha1r,76561198984387837,4458,2025-06-17,next thing you niggas are gonna do a spaceshit and we will lose
bubsdoge,76561198062850904,3377,2025-05-16,Fuck you cunt
doku,76561199205319751,4924,2025-05-16,omg nigger ahh team
-atten,76561198103105711,406,2025-08-18,nice mid bitches
Mashy,76561198112429993,5835,2025-08-14,ur not my wifie nigger
Oob,76561198977722492,5332,2025-06-10,"Pretty bitches love me (yeah), and ugly hoes hate me"
Sherlock,76561198447354401,3125,2025-06-21,*DEAD* 9 year old girl frog :  fyckj iff u cheatuinbg cunt
arnoo,76561199066717018,3673,2025-05-22,U nigger
95,76561198169916882,1804,2025-06-06,so fat cunt
zamblargo (retard),76561198295713840,2609,2025-04-24,fatass cuckboy rapes the enemys
Whitefang2360,76561198351885434,5100,2025-06-29,SwaySway :  if being toxic wasn't banned in ozfort you would be my bitch
Chili,76561198048808386,233,2025-08-03,FUICK OFF CUNT
-atten,76561198103105711,406,2025-08-09,get arrowed stupid unemployed cunt
Offside,76561198148030229,1626,2025-05-27,u are fucking retarded 
philip,76561199052447954,5655,2025-05-16,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
Kou,76561198272648735,3008,2025-04-03,shut up cunt why are you everywhere
Batman.,76561199044900678,5692,2025-04-11,mugen: killing niggers
trev,76561198096472815,1871,2025-05-12,UNINSTALL BITCH
Samael,76561198311723891,4025,2025-07-28,[7][7][7] Lucky Bitch!
kaldoz,76561198261198393,4893,2025-07-25,NIGGA
philip,76561199052447954,5655,2025-05-10,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
saglim8,76561198811024417,4216,2025-06-17,THIS NIGGA SAID I GOT ORLLED
♥ lit.fam ♥,76561198130017335,3464,2025-06-01,BITCH
maz,76561198050517054,1653,2025-04-21,youre hitting th eluckkiest puipes of ur life cunt
hezzyyy1,76561198291660586,3091,2025-05-31,STFU U FUCKING NIGGA
Gooseman,76561198011425371,675,2025-09-10,as i said to apvc. Kill yourself you fucking retard
Titan,76561198122729635,1434,2025-06-03,bitch
brodie escobar,76561198086751156,150,2025-07-01,u CUNT
Fruit,76561198247826480,3256,2025-04-22,nigga doing tempus speedrun strats in process
Jackaks,76561199516381193,5750,2025-05-28,cooki :  they wouldnt call me the indian cyclone nigga
rither,76561199467328937,5061,2025-09-06,whos the retard on my team
spoyo,76561198895489147,5525,2025-04-18,OEFJUIYEGBHGnigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nig
doku,76561199205319751,4924,2025-03-25,your so retarded keritz
Dxice,76561198953581256,3415,2025-07-15,bitch
freesheep,76561198055313748,1140,2025-04-21,get a life cunt
dayap,76561198267475132,1275,2025-07-09,"cunt.,"
HERTZILLA,76561198116828800,26,2025-07-24,BITCH ASSS
Time,76561198062128351,4672,2025-07-05,YTHIS NIGGER CLASS
hex,76561198157513429,4589,2025-04-03,niggers
Samael,76561198311723891,4025,2025-07-24,[7][7][7] Lucky Bitch!
korra,76561198131231278,4697,2025-07-24,while bitching
KO,76561198325414022,5595,2025-07-04,bastard
chad,76561198075991823,92,2025-07-07,ur a retard
bluR,76561198060624229,1866,2025-07-24,he's the most retarded player
dayap,76561198267475132,1275,2025-07-08,wallbug tech fucking sucks cunt.
Lizrd-Wizrd,76561198281156018,2515,2025-07-21,bitch
cookie,76561198156148323,5545,2025-03-27,bro im retarded
matttt,76561198080199351,155,2025-05-29,ur such a gay cunt alt
cv_firee,76561198303081758,5618,2025-05-25,nigga
Fruit,76561198247826480,3256,2025-06-09,fking bitch
ayr,76561198026960645,1897,2025-04-02,cringe cunt
MrBliss,76561198083901668,827,2025-05-21,bitch
qb,76561198412329672,5488,2025-07-10,NIGGER
akari,76561198068549523,738,2025-08-27,u r the healthiest cunt ever
[GN92] Cha1r,76561198984387837,4458,2025-08-11,ok nigger
bobeh,76561198033351858,5058,2025-03-31,Pride0 :  u mom fuck bitch moob
stickman,76561198438053224,3166,2025-08-26,and u play like a fagg
hex,76561198157513429,4589,2025-05-18,nt nigga
spoofy,76561199613425500,5641,2025-09-08,retard
bobb0,76561198060389699,4858,2025-04-14,talk about cheating bastards
exile,76561198047813960,2606,2025-06-06,What a bastard
Jackaks,76561199516381193,5750,2025-06-03,why ur bitchass chasing me
kosina,76561198379718122,3254,2025-07-23,Nigga
doku,76561199205319751,4924,2025-05-08,are u retarded
dril,76561198827805451,2027,2025-09-14,fkin nigger
dril,76561198827805451,2027,2025-07-05,nigga ass game
ZOHAN,76561199242554153,4588,2025-06-11,Shitter
wess,76561198067238978,5588,2025-03-22,cunts like picking demo
Fruit,76561198247826480,3256,2025-08-16,Factory Nigga
rosss3s,76561198326574438,2367,2025-07-11,nigga
shooter of bad guys,76561198838163169,4962,2025-08-29,u guys r niggers
down,76561198084977572,299,2025-05-14,cya shitter
Samael,76561198311723891,4025,2025-04-13,retard..
Kou,76561198272648735,3008,2025-08-03,fucked cunt
ALo,76561199470255193,5787,2025-06-21,NIGGER
Tauiluigi,76561199196553820,5698,2025-04-06,in 5 years you nigger
Un4given,76561198147078303,3803,2025-08-03,retard
hezzyyy1,76561198291660586,3091,2025-08-27,learn how to strafe nigga
robor,76561198084686835,2611,2025-08-03,shitter
cookie,76561198156148323,5545,2025-06-12,BITCH!
Trash,76561198110764631,3998,2025-03-21,YOU CUNTS HAVE AIDS
Dxice,76561198953581256,3415,2025-07-18,bitch
flaK,76561199078847021,5243,2025-07-23,you lucky bitch shamu
doku,76561199205319751,4924,2025-05-09,po thats so retarded
-S1reX,76561198884915762,5146,2025-07-25,this guy really retarded fr
zek,76561198324300584,5308,2025-08-21,yes cunt
Ta5K,76561198939558155,3531,2025-04-28,bitch 
shadi,76561198073097952,4907,2025-06-20,dont be a bitch
Mr scattergun,76561199141112344,3507,2025-05-28,lucky bitch
AUZ,76561198206072125,912,2025-05-15,shitter
robor,76561198084686835,2611,2025-07-15,SHITTER
cheeto,76561198238170280,3419,2025-08-24,EZ FAG
kaldoz,76561198261198393,4893,2025-05-29,BRO IM LEGIT FUCKING PLAYING ON A SLIDESHOW NIGGA
2345y.,76561198076912448,278,2025-07-06,or be retarded
MEMORIES,76561198120920913,554,2025-08-29,what are you calling cunt
lew,76561198382489728,5962,2025-07-02,shut up tranny nigger
hex,76561198157513429,4589,2025-05-18,this is so nigga 
perc30prince,76561198872072250,5716,2025-08-09,and bitches
DANTE,76561198046483712,3110,2025-08-02,U fat cunt
mayo,76561198332925604,1931,2025-04-15,wtf atrse u doing cunt
maff,76561199106104716,3942,2025-04-12,u so retarded
catwif,76561198886335531,4831,2025-04-20,nah nigga wtf
philip,76561199052447954,5655,2025-06-29,prpl : NIGGA
juliangonzales2009@yahoo.com,76561199232111143,5292,2025-07-09,DOCTRINE U FUCKING CUNT
HERTZILLA,76561198116828800,26,2025-08-14,eat that bitch
zuzo_73,76561197976427916,3187,2025-07-17,then you are retarded xd
Mashy,76561198112429993,5835,2025-04-07,nigger
philip,76561199052447954,5655,2025-04-25,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
Corde,76561198083876212,3771,2025-05-31,BITCH
Samael,76561198311723891,4025,2025-05-04,[7][7][7] Lucky Bitch!
qb,76561198412329672,5488,2025-09-05,nigga
Tenous,76561198143631024,3629,2025-05-11,fatass
Samael,76561198311723891,4025,2025-03-24,[7][7][7] Lucky Bitch!
[GN92] Cha1r,76561198984387837,4458,2025-08-28,nigga lok at me or what
Batman.,76561199044900678,5692,2025-04-04,FAT ASS RETARD WALKS FORWARD AND FEEDS
h1ro,76561198307700283,1381,2025-08-20,why are there so many niggas here
h1ro,76561198307700283,1381,2025-06-07,almost got ur bitchass
dayap,76561198267475132,1275,2025-07-01,cunt.
h1ro,76561198307700283,1381,2025-08-26,fatass
ayr,76561198026960645,1897,2025-08-19,u got arrowed bitch
cookie,76561198156148323,5545,2025-06-12, i a m a nigger
kaldoz,76561198261198393,4893,2025-07-16,WALK OUT NIGGA
rill,76561198057133119,1630,2025-06-30,SwaySway: If being toxic in ozf wasn't banned i'd make you my bitch
rosss3s,76561198326574438,2367,2025-07-17,bitch
nam,76561198270939510,4468,2025-07-09,cheeky cunt
Bloodfeud,76561198223144960,3218,2025-08-20,bastard
Samael,76561198311723891,4025,2025-05-30,[7][7][7] Lucky Bitch!
cookie,76561198156148323,5545,2025-07-09,NIGGA
Hank,76561199453377641,5620,2025-04-12,hasbulla why you faggotgs change it from ny to chigaco
Tauiluigi,76561199196553820,5698,2025-05-10,nigger
Corn,76561198086465847,3984,2025-05-04,you took 180 you fat cunt
Gale,76561198449852071,3036,2025-04-13,my medic is retarded
shooter of bad guys,76561198838163169,4962,2025-04-12,Le Male Le Parfum JPG :  ) :  your ass got pegged to hard from dropping the soap that you turned to faggot?
stickman,76561198438053224,3166,2025-08-26,faggot
Elmo.,76561197972273857,129,2025-06-23,uin fucking rela cunt
zeised,76561198348523295,3638,2025-04-11,FAGGOTS
Corde,76561198083876212,3771,2025-04-10,bitchass
[GN92] Cha1r,76561198984387837,4458,2025-05-17,ur nigga
philip,76561199052447954,5655,2025-05-10,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
monkeyspanker43,76561198819280984,2815,2025-09-13,u my bitch doctrine
Houf,76561198448050535,3173,2025-08-23,wtf are you doing here retard
benguin,76561198144209930,4974,2025-05-03,im too retarded to be juked
Corde,76561198083876212,3771,2025-04-15,kick this nigga chair
[GN92] Cha1r,76561198984387837,4458,2025-04-01,my scout is a nigga
juna,76561198513775985,4559,2025-04-24,u silly bitch
airflameon,76561198069614351,16,2025-03-30,can you ban this retard faust
Frager,76561198323411853,3169,2025-06-05,hi retarded
Fruit,76561198247826480,3256,2025-04-15,CHILL NIGGA
Samael,76561198311723891,4025,2025-03-21,[7][7][7] Lucky Bitch!
doku,76561199205319751,4924,2025-08-26,fking bitch bro
todd,76561198033475102,4857,2025-04-10,dude this pablo guy is retarded
Lizrd-Wizrd,76561198281156018,2515,2025-07-25,bitch
Socolin,76561198354095546,4896,2025-08-17,retard
MEMORIES,76561198120920913,554,2025-09-08,U DIED BITCH
hoxy.my,76561198135473413,3480,2025-05-03,hex nigga
clynic,76561198016233021,3600,2025-08-23,so were taking heals like a bitch
doku,76561199205319751,4924,2025-07-25,im the ghost of christmas past nigga
TROLLPOCALYPSE,76561198415391988,3795,2025-05-28,its more that i am a retarded soldier
reign,76561198295660337,3238,2025-06-14,out of rfockets cunt
zeised,76561198348523295,3638,2025-04-14,U niggas dam noob eh
jak0b,76561198195519834,4463,2025-05-15,u get to play demo cunt
gotaki,76561198039920735,700,2025-07-03,IS THIS CUNT RETARDED
robouki,76561198168265569,5326,2025-08-26,u are retarded
JuiceForyou,76561198305359085,2664,2025-03-24,my team is retarded
kori,76561198328824242,3303,2025-08-23,can  this fat retard
trev,76561198096472815,1871,2025-08-31,yeah nice bomb bitch
bobeh,76561198033351858,5058,2025-07-26,you are retarded
FreeAlan,76561197994194946,3047,2025-03-22,nigger
Taythin,76561198866346130,5149,2025-04-22,see ya guys im retarded
Content,76561198944781480,4217,2025-08-23,bitch
catfish,76561198028763506,96,2025-04-17,Shitter? Farmed.
drive in snooze,76561198370506193,5038,2025-06-20,shitter
Morbus,76561198258717546,3971,2025-05-18,retard
Batman.,76561199044900678,5692,2025-03-24,(SPEC) lime: what a fucking nigger
yuna,76561198358100512,2425,2025-04-08,Gh0sty™ :  are you fucking retard?
Fruit,76561198247826480,3256,2025-04-15,I don't see traps BELOW point nigga
lazcore,76561198140731013,2825,2025-08-01,0 :  kys faggot0 :  kys faggot0 :  kys faggot0 :  kys faggot
nam,76561198270939510,4468,2025-07-14,hey stop droppin gme cunt
doku,76561199205319751,4924,2025-04-13,sorry im shitter
Liko,76561197994660517,1012,2025-05-02,ur prediction was wrong retard
schnapps,76561198146554815,5299,2025-05-30,bitch
cow,76561199013868471,5421,2025-08-15,i hate you bitch
Chili,76561198048808386,233,2025-04-09,jump cunt
cromag,76561198086280517,5731,2025-08-13,poo :  fuck you bitch
Davé,76561198053740298,5313,2025-05-10,said u a bitch
doku,76561199205319751,4924,2025-05-02,nigga maincalling type shi
airflameon,76561198069614351,16,2025-04-09,NASDO FUCK U DOG CUNT
❄Pooter❄,76561198272969591,5838,2025-06-13,im retarded
gotaki,76561198039920735,700,2025-05-28,cya BITCH
APVC,76561199090168813,4288,2025-08-30,BITCH
saint,76561198049911751,4375,2025-04-06,retard
saltyyTV certified caster,76561198124055526,3246,2025-04-17,fagh
ruka-,76561198802180851,5680,2025-08-25,Repick Nigga
Hank,76561199453377641,5620,2025-03-23,such a fag
HERTZILLA,76561198116828800,26,2025-03-23,IM SO confused cunt
[GT] Dapper,76561198325655601,5075,2025-04-06,come here nigga
ukk,76561198178372977,3353,2025-07-27,fat retard
Matty,76561198035204545,705,2025-04-09,bitch
HERTZILLA,76561198116828800,26,2025-06-19,y9ure lucky i went for a retarded rocket
philip,76561199052447954,5655,2025-05-16,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
eeur,76561199019601193,2983,2025-06-08,retardd
anna,76561198011579287,477,2025-06-19,bitch
Veron,76561198096457803,921,2025-08-08,ok nigger
dril,76561198827805451,2027,2025-08-24,nigga
violet,76561199061074522,3493,2025-06-04,Fuck off cunt
h1ro,76561198307700283,1381,2025-09-09,retardedassjump
golden,76561198082713023,3806,2025-09-06,youre a bitch
doku,76561199205319751,4924,2025-07-25,dont try to bomb me nigga
hezzyyy1,76561198291660586,3091,2025-08-30,fucking nigger
h1ro,76561198307700283,1381,2025-05-16,fucing two retards
spoyo,76561198895489147,5525,2025-06-26,@niggasybau
Corde,76561198083876212,3771,2025-07-15,NIGGA
xobile,76561198017283362,2835,2025-05-10,climb fatass
pavkin,76561199151458742,4959,2025-09-07,NIGGA
catwif,76561198886335531,4831,2025-06-26,my team is full of niggers
remorse,76561198093263253,232,2025-07-31,NAHHHH CUNT
FleepFloopBippleBop,76561198158212195,5505,2025-05-24,cunt
potmonger377,76561199217407346,4393,2025-07-09,cunt
Jackaks,76561199516381193,5750,2025-04-07,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
qb,76561198412329672,5488,2025-07-04,retardpug
lime,76561198367981056,4240,2025-04-14,im clipping into faggots now?
Jackaks,76561199516381193,5750,2025-07-04,just come 1 niggas
Trash,76561198110764631,3998,2025-07-06,im legit retarded
Batman.,76561199044900678,5692,2025-06-24,focus on the game retard
Hank,76561199453377641,5620,2025-04-12,HOLY FUCK THAT GUY IS RETARDFED
jennierubyjane,76561198132062150,679,2025-08-14,CUNT
keritz,76561199004134126,3744,2025-04-15,dumb niggers
TROLLPOCALYPSE,76561198415391988,3795,2025-04-02,retarded stuff
Trash,76561198110764631,3998,2025-04-27,you cunts look the same
NEBU!A,76561198431725617,5185,2025-07-16,Fucking bitch
Unban Rose,76561198339772595,612,2025-04-30,cunt12
dril,76561198827805451,2027,2025-08-14,fat nigger
doku,76561199205319751,4924,2025-05-18,fking debt ridden poor brokie nigger
wysm,76561199005591075,5425,2025-09-07,faggot
lime,76561198367981056,4240,2025-03-26,niggerito
-atten,76561198103105711,406,2025-05-05,CUNT
Titan,76561198122729635,1434,2025-04-13,bitch
Morbus,76561198258717546,3971,2025-09-01,he was in front of me retard
cookie,76561198156148323,5545,2025-07-15,nigga
Oob,76561198977722492,5332,2025-06-10,"Pretty bitches love me (yeah), and ugly hoes hate me"
cookie,76561198156148323,5545,2025-08-04,bitch
x32,76561199218481136,4000,2025-04-08,i got shitter'd on
CEO of Cope,76561198867766385,5057,2025-08-05,saw ur fatass
doku,76561199205319751,4924,2025-07-28,fking bitch bro
nam,76561198270939510,4468,2025-07-14,sneaky cunt
kaldoz,76561198261198393,4893,2025-07-22,NIGGA I WOULD HAVE POPPED OFF I DIDNT FAIL MY ROLLOUT
perc30prince,76561198872072250,5716,2025-08-05,fag
Benpl,76561198084890757,4863,2025-04-23,our demo is just retarded
Morbus,76561198258717546,3971,2025-05-06,retards like these should be banned
robor,76561198084686835,2611,2025-06-03,BITCH
philip,76561199052447954,5655,2025-04-25,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
spoofy,76561199613425500,5641,2025-04-26,studio pibbly :  0 rocket 0 hp 0 bitches
Kou,76561198272648735,3008,2025-05-23,youre such a fucking werido cunt
philip,76561199052447954,5655,2025-04-18,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
sunflower,76561198416282143,3109,2025-08-13,i am a retard
perc30prince,76561198872072250,5716,2025-08-04,NIGGER
Toki,76561198337887896,5120,2025-04-21,are you retarded?
reeee.vol 2,76561198309177510,4558,2025-04-12,bitch
[GN92] Cha1r,76561198984387837,4458,2025-03-28,3 niggas on top left
Titan,76561198122729635,1434,2025-05-23,can you do anything else or what cunt
qb,76561198412329672,5488,2025-05-01,nigger
matttt,76561198080199351,155,2025-05-25,bot cunt
4B,76561198154708043,3494,2025-08-12,my nigga do i play demo
spoofy,76561199613425500,5641,2025-05-17,froyo retard
catwif,76561198886335531,4831,2025-07-02,my medic might be a nigger
altfs,76561198131264287,954,2025-06-28,niggers
doku,76561199205319751,4924,2025-08-26,fking bitch
dril,76561198827805451,2027,2025-08-16,nigger
ethaaaaan,76561198132637556,3335,2025-05-22,konma might be retarded
cookie,76561198156148323,5545,2025-04-07,stop being humble nigga
GreenShaDow,76561198332240680,3705,2025-09-08,lucky bitch
Corde,76561198083876212,3771,2025-07-13,nigga game
HERTZILLA,76561198116828800,26,2025-08-10,HE SAID 'shitter down'
wilson brown,76561198071570164,4805,2025-04-12,your shit cunt
gotaki,76561198039920735,700,2025-07-21,2 SHOT BITCHHH
h1ro,76561198307700283,1381,2025-06-20,nigga just be ytthinking eananything
[GN92] Cha1r,76561198984387837,4458,2025-04-20,you are a nigga
Fossil,76561198113377363,5512,2025-04-06,cunt
nam,76561198270939510,4468,2025-08-05,getting more kills then you   cunt
tez,76561198963311745,5846,2025-07-03,nomadic shitter
ifun KappaChungusDeluxe,76561198030880491,1541,2025-08-26,u fucking faggots are 5 man sacking
Batman.,76561199044900678,5692,2025-07-09,Fly high lil nigga
bobb0,76561198060389699,4858,2025-04-14,you bastard
juna,76561198513775985,4559,2025-06-25,retard^
ifun KappaChungusDeluxe,76561198030880491,1541,2025-04-13,"L????-?ì?? :  ChatGPT, generate me a retarded combo scout"
robor,76561198084686835,2611,2025-06-17,u cunts have 4 moths on ur team
boner activated,76561198090680468,1033,2025-05-16,retarde
hex,76561198157513429,4589,2025-03-28,retardation 
catfish,76561198028763506,96,2025-05-06,Shitter? Farmed.
doku,76561199205319751,4924,2025-07-10,bro your such a bitch for camping that
cv_firee,76561198303081758,5618,2025-04-27,shut up nigga
schnapps,76561198146554815,5299,2025-03-30,bitch
kira,76561198277979851,5368,2025-07-03,BITCH
trev,76561198096472815,1871,2025-08-01,U BITCH
Chili,76561198048808386,233,2025-09-05,why are you jumping me cunt
Xi sniper god,76561198216933975,3860,2025-08-30,bitchass 
trev,76561198096472815,1871,2025-08-22,BITCH
keritz,76561199004134126,3744,2025-08-02,DUMB BITCH
hex,76561198157513429,4589,2025-04-02,#nigganation
Oob,76561198977722492,5332,2025-07-13,"Pretty bitches love me (yeah), and ugly hoes hate me"
fany,76561198075294392,3398,2025-07-14,some retard plays
hoxy.my,76561198135473413,3480,2025-07-15,get off ur main nigga
HERTZILLA,76561198116828800,26,2025-04-21,YOU LUICKY bitch ruben
Gooseman,76561198011425371,675,2025-09-09,kys you fucking retard.
doku,76561199205319751,4924,2025-05-01,(Spectator) ifun toxicity result :  i need the div 4 retardedness in me
Tauiluigi,76561199196553820,5698,2025-04-28,this nigger
hezzyyy1,76561198291660586,3091,2025-08-23,SHUT THE FUCK UP NIGGA
boner activated,76561198090680468,1033,2025-07-08,nigger
fany,76561198075294392,3398,2025-03-26,retard
stickman,76561198438053224,3166,2025-07-15,ez fagg
hezzyyy1,76561198291660586,3091,2025-08-23,faggot
doku,76561199205319751,4924,2025-04-22,your a nigga
spoofy,76561199613425500,5641,2025-04-26,studio pibbly: 0 rocket 0 hp 0 bitches
doku,76561199205319751,4924,2025-08-26,luycky nigger
Batman.,76561199044900678,5692,2025-05-17,mugen: killing niggers
down,76561198084977572,299,2025-06-07,chopped cunt
Kitt,76561198211578967,4357,2025-08-22,dumb ass nigga
ayr,76561198026960645,1897,2025-08-31,we're not sure if it's cunt or cock tbh 
[GN92] Cha1r,76561198984387837,4458,2025-03-21,nigga
Matty,76561198035204545,705,2025-07-11,ziah u a bitch
smallrat,76561198043150281,5112,2025-06-17,FUCK U CUNT
lillybit_0,76561199112716868,4708,2025-06-29,SwaySway :  if being toxic wasn't banned in ozfort you would be my bitch
Mashy,76561198112429993,5835,2025-05-27,IM RETARDED
tj,76561198131181685,4691,2025-06-08,SHITTER
Davé,76561198053740298,5313,2025-08-05,come on cunt
cv_firee,76561198303081758,5618,2025-04-06,BITCH
dril,76561198827805451,2027,2025-08-16,nigga
Samael,76561198311723891,4025,2025-04-30,[7][7][7] Lucky Bitch!
qb,76561198412329672,5488,2025-08-13,DUDE MY SCOUTS A NIGGER
T1k.,76561198113239036,1180,2025-07-12,play the game instead of being a cunt lmao
cookie,76561198156148323,5545,2025-08-05,NIGGA
AUZ,76561198206072125,912,2025-08-27,headshot bang bitch
silvo,76561198186769550,333,2025-09-11,idk wils is retarded
yuna,76561198358100512,2425,2025-06-04,Gh0sty™ :  are you fucking retard?
kori,76561198328824242,3303,2025-07-19,retard
h1ro,76561198307700283,1381,2025-09-11,fuck u doing there nigga
nonamed lowdiv2 haennrie,76561198329126870,3340,2025-04-18,nigga
reeee.vol 2,76561198309177510,4558,2025-04-03,like straight up cheese eater in this bitch
ALT,76561198073437085,409,2025-05-20,now i have no dick and theres a pair of fucked jeans in my pool with 3 FUCKING logs of shit and i am SUCH A CUNT
ALL HAIL KING BIG NUTZ 2021,76561198063258664,231,2025-07-01,little rat cunt
ukk,76561198178372977,3353,2025-04-24,this nigga wants to play med
cromag,76561198086280517,5731,2025-06-28,poo :  fuck you bitch
Gosu,76561198412353895,5276,2025-08-12,got damn shitter
cookie,76561198156148323,5545,2025-04-28,BITCH
Samael,76561198311723891,4025,2025-04-15,[7][7][7] Lucky Bitch!
Maestro,76561199530648122,4927,2025-05-27,shut up nigger
Nubbi,76561198140608606,1530,2025-08-08,lucky bitch
xs lft hl or 6s,76561198397879421,2749,2025-08-17,sturdy bastard
Morbus,76561198258717546,3971,2025-05-18,what a retard honestly
gotaki,76561198039920735,700,2025-08-02,welcome to the bigleagues cunt
daga,76561198105323129,2175,2025-07-16,u are retarded
spoofy,76561199613425500,5641,2025-07-18,retard
APVC,76561199090168813,4288,2025-09-05,bitch
Maestro,76561199530648122,4927,2025-05-27,shut up nigger
Chili,76561198048808386,233,2025-05-06,LET GO OF W CUNT 
doku,76561199205319751,4924,2025-05-06,fking nigga ahh team
Lizrd-Wizrd,76561198281156018,2515,2025-07-21,bitch
tracker ˄˅ lft,76561198046911616,4325,2025-06-14,BITCH
bobeh,76561198033351858,5058,2025-04-17,Pride0 :  u mom fuck bitch moob
Batman.,76561199044900678,5692,2025-04-04,RETARD
x32,76561199218481136,4000,2025-06-07,kike
